имя_файла,дата_обработки,форма_лба,положение_бровей,форма_головы,ошибка,соотношение_лба,средняя_высота_бровей,соотношение_головы
brittney griner basketball1a.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.38,45.5,1.13
brittney griner basketball1s.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.51,26.4,1.14
brittney griner basketball2.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.85,24.5,1.12
brittney griner basketball3.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,10.27,21.5,1.17
brittney griner basketball4.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,4.67,19.9,0.95
brittney griner basketball5.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.8,20.4,1.16
brittney griner basketball6.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.29,23.4,1.1
brittney griner basketball6c.jpg,2025-04-17 15:48:42,прямоугольный,низкие,горизонтальная,,10.11,-31.2,1.22
brittney griner basketball76.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,10.57,24.1,1.19
brittney griner basketball7ф.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.12,47.5,1.12
brittney griner basketball7ы.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,3.16,84.0,0.87
brittney griner basketball8.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.62,25.3,1.14
brittney_griner_basketball3.JPG,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,10.29,21.5,1.17
cattyKRI8UA.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,5.79,20.6,1.03
CUaNOmJrG28.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,12.71,22.0,1.32
erSIfnAgaME.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,6.65,18.2,1.07
eVZSQis7W9k.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,7.59,21.1,1.11
gTJTp23GvnQ.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,10.52,21.4,1.23
GXsBjrhf3B8.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,15.93,24.9,1.41
g_wjMBErWHA.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,8.66,16.7,1.16
i1KXNtQki9o.jpg,2025-04-17 15:48:42,прямоугольный,высокие,горизонтальная,,11.84,16.6,1.26
James Dyson1.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.05,18.0,1.13
James Dyson3.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.73,29.2,1.23
James Dyson5.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.05,26.3,1.03
James-Dyson.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.66,17.7,1.2
James_Dyson2.JPG,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,7.16,19.9,1.09
James_Dyson4.JPG,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,7.56,16.0,1.11
KLEa1f7aDoc.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.5,17.5,1.06
kYft6iQpSU8.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,7.99,18.0,1.14
lLQj4xVEJrk.jpg,2025-04-17 15:48:43,прямоугольный,низкие,горизонтальная,,6.13,13.0,1.04
Nr2ixlac6z0.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,15.62,32.1,1.4
person.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,16.63,25.7,1.43
tIfQcdUCqGI.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,17.61,22.2,1.46
TLnRWBsDQrM.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.04,16.1,1.21
VaL98I-XAVM.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.16,16.7,1.03
VgHDjor6sBU.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,7.74,19.1,1.13
VstHVbRWxjE.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,12.81,17.2,1.32
wchP7eEMeKk.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.08,18.7,1.23
wEdHXInuJuI1.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.19,18.5,1.23
WiiDDtORkYI.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.27,20.0,1.05
XsjDywz7KqU.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.48,19.7,1.06
x_30ebfc4f.jpg,2025-04-17 15:48:43,прямоугольный,низкие,горизонтальная,,7.02,12.8,1.09
YilqKQz6zk4.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.22,20.3,1.18
young-stephen-hawking1.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.41,19.6,1.06
young-stephen-hawking3.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.98,20.3,1.17
ZfsA8ZztJHQ.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,11.91,24.5,1.27
zg9kl4qRSbw.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.28,18.8,1.15
Zvw7u3AwQDw.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,14.92,22.8,1.37
_z94QtwH2-c.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,16.61,25.6,1.42
Абашев (1).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,7.74,41.3,1.11
Абашев (2).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,7.48,37.1,1.08
Абашев (3).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.72,50.2,1.19
Айтова Ве (1).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.48,30.2,1.19
Айтова Ве (2).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.32,28.2,1.05
Айтова Ве (3).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.89,72.9,1.22
александр фролов евраз.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.2,15.1,1.2
александр фролов евраз1.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.89,17.7,1.18
александр фролов евраз8i.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,3.51,23.8,0.9
александр фролов евразg.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,11.9,17.0,1.24
александр фролов евразgh.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.17,48.6,1.19
Алексей Яшин (1).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.76,15.8,1.15
Алексей Яшин (2).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,13.08,20.0,1.19
алексей яшин.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.2,15.5,1.21
алексей яшин1.jpg,2025-04-17 15:48:43,прямоугольный,низкие,горизонтальная,,8.69,14.1,1.14
алексей яшин2.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.54,16.8,1.18
алексей яшин4.jpg,2025-04-17 15:48:43,прямоугольный,низкие,горизонтальная,,8.43,14.8,1.13
алексей яшин5.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.88,15.5,1.22
алексей яшин51.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,5.02,16.2,0.98
алексей яшин512.jpg,2025-04-17 15:48:43,прямоугольный,низкие,горизонтальная,,10.4,14.3,1.21
Алина Типикина (1).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.69,20.7,1.16
Алина Типикина (10).jpg,2025-04-17 15:48:43,прямоугольный,низкие,горизонтальная,,7.97,12.7,1.1
Алина Типикина (2).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,7.36,40.1,1.09
Алина Типикина (3).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.18,15.4,1.03
Алина Типикина (4).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.68,43.4,1.16
Алина Типикина (5).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.69,19.7,1.19
Алина Типикина (6).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,14.19,103.0,1.34
Алина Типикина (7).jpg,2025-04-17 15:48:43,не определено,не определено,не определено,Лицо не обнаружено
Алина Типикина (8).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.94,71.9,1.09
Алина Типикина (9).jpg,2025-04-17 15:48:43,прямоугольный,низкие,горизонтальная,,9.25,5.1,1.17
Алла Клакевич (1).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.54,26.1,1.06
Алла Клакевич (10).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,12.98,47.1,1.28
Алла Клакевич (11).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.81,24.4,1.2
Алла Клакевич (2).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.6,20.6,1.23
Алла Клакевич (3).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.64,27.5,1.22
Алла Клакевич (4).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,12.42,28.4,1.29
Алла Клакевич (5).jpg,2025-04-17 15:48:43,прямоугольный,низкие,горизонтальная,,10.1,13.4,1.19
Алла Клакевич (6).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,13.17,38.8,1.31
Алла Клакевич (7).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,5.76,38.9,1.02
Алла Клакевич (8).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,20.11,44.5,1.55
Алла Клакевич (9).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,11.11,25.8,1.24
Алла Курилова (1).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.62,32.4,1.06
Алла Курилова (10).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.23,88.5,1.14
Алла Курилова (11).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,7.5,41.5,1.11
Алла Курилова (12).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,5.6,21.5,1.01
Алла Курилова (13).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.96,25.9,1.21
Алла Курилова (14).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.41,97.5,1.15
Алла Курилова (15).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,4.1,42.4,0.93
Алла Курилова (16).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.48,84.8,1.24
Алла Курилова (17).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.16,59.6,1.19
Алла Курилова (2).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,17.62,96.1,1.47
Алла Курилова (3).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,11.55,103.0,1.28
Алла Курилова (4).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.79,26.0,1.08
Алла Курилова (5).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,13.74,45.7,1.09
Алла Курилова (6).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.62,23.4,1.16
Алла Курилова (7).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,6.45,57.3,1.05
Алла Курилова (8).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,8.52,38.8,1.15
Алла Курилова (9).jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,10.75,54.3,1.25
Алла Плаксина.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,7.06,59.8,1.1
анастасия луппов8а.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,21.61,23.5,1.74
анастасия луппов8аф.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,9.57,16.7,1.19
анастасия луппов8ра.jpg,2025-04-17 15:48:43,прямоугольный,высокие,горизонтальная,,14.0,21.8,1.3
анастасия луппова.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.24,19.0,1.1
анастасия луппова1.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,10.75,20.1,1.24
анастасия луппова10.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,12.38,22.9,1.26
анастасия луппова3.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,5.42,22.4,1.0
анастасия луппова6.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,6.72,22.1,1.07
анастасия луппова7.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,13.5,22.6,1.29
анастасия луппова8р.jpg,2025-04-17 15:48:44,прямоугольный,высокие,вертикальная,,6.73,16.8,0.54
анастасия луппова9ь.jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,3.47,14.7,0.89
Антонова (1).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.3,26.2,1.1
Антонова (2).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.68,28.7,1.15
Антонова (3).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.13,22.6,1.11
Аршавин3.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,10.98,17.2,0.88
Аршавин356.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.61,17.0,1.14
Аршавин38.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.16,17.8,1.14
Аршавин3и.jpg,2025-04-17 15:48:44,прямоугольный,низкие,вертикальная,,8.84,11.6,0.51
Аршавин3м.jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,7.85,14.4,1.11
Аршавин5.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.43,16.8,1.14
Аршавин6.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,15.56,18.9,1.39
Аршавин64.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.75,16.3,1.14
Аршавин78.jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,3.72,12.1,0.91
Аршавин89.jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,8.07,14.8,1.13
Аршавинг.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,10.0,15.2,1.2
Аугуст Билле.jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,7.46,15.0,1.11
Аугуст Билле4.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,4.83,16.2,0.97
Аугуст Билле7.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,9.96,17.0,1.2
билле аугуст.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.2,18.6,1.08
билле аугуст1.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.09,19.4,1.12
Бирюкова.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,19.12,25.8,1.54
Благодадских С (1).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.83,15.6,1.17
Благодадских С (2).jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,13.2,9.8,1.31
Благодадских С (3).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,9.01,15.7,1.17
Будаев И (1).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.85,39.2,1.11
Будаев И (2).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,13.67,95.7,1.34
Будаев И (3).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,9.84,25.3,1.2
ВалШевченко РГППУ.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,10.67,19.7,1.2
верижников.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.28,16.9,1.09
Вилли Джозеф Кансел.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,11.8,22.4,1.21
виталий зверев академик ран.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,13.86,21.1,1.32
виталий зверев академик ран1.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,10.18,18.7,1.22
виталий зверев академик ран1ы.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,12.17,37.8,1.26
виталий зверев академик ран3.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,11.07,20.3,1.24
виталий зверев академик ран4.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,6.25,21.0,1.05
Галина Бороздина (1).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,3.92,58.1,0.91
Галина Бороздина (10).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.78,29.8,1.12
Галина Бороздина (11).jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,9.86,13.3,1.04
Галина Бороздина (2).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,11.98,34.0,1.28
Галина Бороздина (3).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.85,25.7,1.11
Галина Бороздина (4).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.89,66.4,1.13
Галина Бороздина (5).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,10.16,74.2,1.23
Галина Бороздина (6).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,6.83,83.1,1.08
Галина Бороздина (7).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,6.29,103.1,1.04
Галина Бороздина (8).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,11.27,43.4,1.27
Галина Бороздина (9).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,10.24,18.5,1.03
Геннадий Юхтин.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,12.33,22.2,1.29
Геннадий Юхтин1.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.19,18.9,1.08
Геннадий Юхтин2.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,11.56,19.3,1.24
Геннадий Юхтин3.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,11.8,21.0,1.24
Геннадий Юхтин4.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,11.21,16.4,1.25
Герман Гессе (1).jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,8.4,14.8,1.13
Герман Гессе (2).jpg,2025-04-17 15:48:44,не определено,не определено,не определено,Лицо не обнаружено
Герман Гессе (4).jpg,2025-04-17 15:48:44,не определено,не определено,не определено,Лицо не обнаружено
Герман Гессе (5).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,9.25,61.9,1.16
Герман Гессе (6).jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,7.92,12.9,1.12
Гребенщиков.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,9.46,17.1,1.2
гребенщиков1.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,12.09,18.9,1.27
гребенщиков2.jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,10.27,14.7,1.22
гребенщиков3.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.99,16.6,1.17
гребенщиков4.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,6.65,18.7,1.07
гребенщиков5.jpg,2025-04-17 15:48:44,прямоугольный,низкие,горизонтальная,,7.5,14.4,1.11
гребенщиков6.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.0,15.3,1.09
гребенщиков8.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.64,21.3,1.14
гребенщиков9.jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.22,20.8,1.09
ДАНИИЛ СПИВАКОВСКИЙ (1).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,9.89,41.5,1.18
ДАНИИЛ СПИВАКОВСКИЙ (2).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,6.78,22.0,1.07
ДАНИИЛ СПИВАКОВСКИЙ (3).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,9.85,20.4,1.19
ДАНИИЛ СПИВАКОВСКИЙ (4).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,10.94,29.7,0.97
ДАНИИЛ СПИВАКОВСКИЙ (5).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,13.77,91.5,1.31
ДАНИИЛ СПИВАКОВСКИЙ (6).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.14,27.6,1.12
Дарья Шаломова (1).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,9.09,31.4,1.16
Дарья Шаломова (10).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,6.18,111.3,1.05
Дарья Шаломова (11).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,6.9,79.1,1.08
Дарья Шаломова (12).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,4.99,80.7,0.97
Дарья Шаломова (13).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,4.38,102.7,0.94
Дарья Шаломова (2).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,11.59,51.9,1.27
Дарья Шаломова (3).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,7.03,68.2,1.08
Дарья Шаломова (4).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,8.18,75.9,1.14
Дарья Шаломова (5).jpg,2025-04-17 15:48:44,прямоугольный,высокие,горизонтальная,,11.04,65.2,1.24
Дарья Шаломова (6).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,9.61,50.0,1.19
Дарья Шаломова (7).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,12.24,88.2,1.25
Дарья Шаломова (8).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,5.77,91.3,1.03
Дарья Шаломова (9).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,13.16,93.9,1.31
Дарья Шельвинская (1).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,3.88,6.8,0.93
Дарья Шельвинская (10).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,5.08,22.2,0.98
Дарья Шельвинская (2).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,3.34,5.2,0.89
Дарья Шельвинская (3).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,11.28,24.9,1.25
Дарья Шельвинская (4).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,16.55,13.6,1.43
Дарья Шельвинская (5).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,7.72,28.5,1.12
Дарья Шельвинская (6).jpg,2025-04-17 15:48:45,не определено,не определено,не определено,Лицо не обнаружено
Дарья Шельвинская (7).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,6.51,20.2,1.07
Дарья Шельвинская (8).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,6.77,11.0,1.07
Джордан (2).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,8.99,20.2,1.13
Джордан.jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,9.32,19.0,1.14
Дирак.jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,9.47,15.3,1.18
Дирак1.jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,13.32,20.2,1.28
Дирак3.jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,11.55,15.1,1.26
Дирак7.jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,5.46,17.8,1.0
Дирак9.jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,6.03,16.7,1.03
Евгения Кудашкина (1).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,14.71,67.8,1.37
Евгения Кудашкина (3).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,9.02,75.1,1.18
Евгения Кудашкина (4).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,10.75,58.8,1.26
Евгения Кудашкина (5).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,6.58,36.3,1.07
Елена Анциферова (1).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,6.93,28.6,1.09
Елена Анциферова (10).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,3.54,13.8,0.91
Елена Анциферова (11).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,17.46,12.0,1.69
Елена Анциферова (12).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,7.02,37.7,1.07
Елена Анциферова (13).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,12.46,31.3,1.25
Елена Анциферова (14).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,11.39,101.3,1.21
Елена Анциферова (15).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,7.66,17.7,1.13
Елена Анциферова (16).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,5.78,17.4,1.03
Елена Анциферова (17).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,6.88,29.5,1.08
Елена Анциферова (18).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,5.93,12.9,1.02
Елена Анциферова (19).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,7.43,14.8,1.1
Елена Анциферова (2).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,7.44,9.2,1.11
Елена Анциферова (3).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,6.03,20.4,1.04
Елена Анциферова (4).jpg,2025-04-17 15:48:45,прямоугольный,низкие,горизонтальная,,11.83,3.6,0.93
Елена Анциферова (5).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,11.5,25.5,1.27
Елена Анциферова (6).jpg,2025-04-17 15:48:45,прямоугольный,высокие,горизонтальная,,8.58,24.3,1.17
