имя_файла,дата_обработки,форма_лба,положение_бровей,форма_головы,ошибка,соотношение_лба,средняя_высота_бровей,соотношение_головы
Светлана Гонца (8).jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,5.34,26.9,1.0
Светлана Гонца (9).jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,15.29,36.3,1.36
создатель комиксов Стэн Ли.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,9.13,17.2,1.18
софья донец.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,9.81,16.8,1.2
софья донец1.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,12.35,17.7,1.29
софья донец2.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,9.2,23.4,1.16
Столбиков1.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,9.29,19.8,0.67
Столбиков2.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,13.88,17.4,1.34
стэнли 10.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,10.2,22.3,1.21
стэнли 101.jpg,2025-04-17 15:48:49,не определено,не определено,не определено,Лицо не обнаружено
стэнли 1110.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,8.95,21.6,1.15
стэнли 1р0.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,5.63,23.7,1.02
стэнли 8.jpg,2025-04-17 15:48:49,прямоугольный,низкие,горизонтальная,,11.26,14.8,1.26
Твен 1.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,7.45,18.3,1.1
фомин.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,7.95,19.6,1.12
фомин1.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,8.18,16.4,1.13
фомин14.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,10.92,18.0,1.23
фомин1м.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,10.98,20.0,1.24
фомин5.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,9.76,20.4,1.2
Фомины.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,3.83,29.8,0.91
Фомиююю.jpg,2025-04-17 15:48:49,не определено,не определено,не определено,Лицо не обнаружено
Храмова Т (1).jpg,2025-04-17 15:48:49,прямоугольный,низкие,горизонтальная,,10.16,12.6,1.21
Храмова Т (2).jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,7.76,45.6,1.12
Храмова Т (3).jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,11.21,36.9,1.26
Чагина Е (1).jpg,2025-04-17 15:48:49,прямоугольный,низкие,горизонтальная,,6.46,8.0,1.05
Чагина Е (2).jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,7.91,23.6,1.11
Чагина Е (3).jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,8.94,32.5,1.15
эдвард григ.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,7.34,16.2,1.1
эдвард григ1.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,9.09,18.4,1.17
эдвард григ2.jpg,2025-04-17 15:48:49,прямоугольный,низкие,горизонтальная,,4.76,13.0,0.98
эдвард григ3.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,6.42,16.0,1.05
эдвард григ4.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,7.03,15.3,1.08
эдвард григ9.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,7.09,16.5,1.08
Эйншт.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,3.77,21.8,0.91
Эйнштейн (2).jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,6.69,21.7,1.07
Эйнштейн мол.jpg,2025-04-17 15:48:49,прямоугольный,высокие,горизонтальная,,11.36,21.4,1.18
Эйнштейн.jpg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,11.17,22.9,1.23
Эйнштейн1.jpg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,7.3,22.0,1.08
Эйнштейн2.jpg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,7.3,17.6,1.09
Эйнштейн3.jpg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,6.9,18.2,1.07
Эйнштейн4.jpg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,7.16,21.3,1.07
Эйнштейн5.jpg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,10.45,21.4,1.23
Эйнштейн6.jpg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,10.66,22.4,1.23
Эйнштейн9.jpg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,11.34,20.5,1.26
wEdHXInuJuI1.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,10.04,19.3,1.23
александр фролов евраз7u.jpeg,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,7.92,10.8,1.11
александр фролов евразn.jpeg,2025-04-17 15:48:50,не определено,не определено,не определено,Лицо не обнаружено
билле аугуст4.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,8.62,15.9,1.18
Герман Гессе (1).jpeg,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,6.9,14.9,1.07
Герман Гессе (3).jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,12.43,19.0,0.98
Игорь Ясулович (1).jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,8.41,19.6,1.15
кевин уорвик1gggkl.jpeg,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,3.63,6.0,0.91
кевин уорвик1jj.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,6.69,19.6,1.05
Леонид Парфенов1.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,9.24,21.7,1.16
Михаил Гельфанд (1).jpeg,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,6.73,11.5,1.07
павел-каныгин3.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,8.74,20.5,1.15
сестры Тахтарины Голос.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,6.83,20.6,1.07
Твен М.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,10.4,18.1,1.23
wEdHXInuJuI1.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,10.04,19.3,1.23
александр фролов евраз7u.jpeg,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,7.92,10.8,1.11
александр фролов евразn.jpeg,2025-04-17 15:48:50,не определено,не определено,не определено,Лицо не обнаружено
билле аугуст4.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,8.62,15.9,1.18
Герман Гессе (1).jpeg,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,6.9,14.9,1.07
Герман Гессе (3).jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,12.43,19.0,0.98
Игорь Ясулович (1).jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,8.41,19.6,1.15
кевин уорвик1gggkl.jpeg,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,3.63,6.0,0.91
кевин уорвик1jj.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,6.69,19.6,1.05
Леонид Парфенов1.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,9.24,21.7,1.16
Михаил Гельфанд (1).jpeg,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,6.73,11.5,1.07
павел-каныгин3.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,8.74,20.5,1.15
сестры Тахтарины Голос.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,6.83,20.6,1.07
Твен М.jpeg,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,10.4,18.1,1.23
Акт поиск (1).png,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,10.6,13.3,1.22
Акт поиск (2).png,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,9.08,14.2,1.17
Акт поиск (3).png,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,9.26,13.8,1.17
Акт поиск (1).png,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,10.6,13.3,1.22
Акт поиск (2).png,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,9.08,14.2,1.17
Акт поиск (3).png,2025-04-17 15:48:50,прямоугольный,низкие,горизонтальная,,9.26,13.8,1.17
Герман Гессе (1).webp,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,10.77,26.5,1.21
Герман Гессе (2).webp,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,8.46,35.4,1.13
Игорь Ясулович (2).webp,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,8.46,31.0,1.15
Герман Гессе (1).webp,2025-04-17 15:48:50,прямоугольный,высокие,горизонтальная,,10.77,26.5,1.21
